시설물분류(대),시설물분류(중),시설물분류(소),공종분류(대),공종분류(중),위험발생객체분류(대),위험발생객체분류(중),위험발생위치분류(대),위험발생위치코드(중),위험발생위치분류(중),위험발생위치분류(소),작업프로세스명,물적피해,인적피해,사고원인,사고가능성,사고심각성,설계단계,시공단계
건축,건축물,근린생활시설,건축,가설공사,가시설,비계,외벽,10,비계,옆,조립작업,붕괴,떨어짐(분류불능),"조립 불량,본구조체에 미연결",M(3),H(4),시스템 비계 적용,지반 상태 불량으로 인한 시스템 비계 전도 위험 방지 위해 성토 지반 다짐 철저
건축,건축물,근린생활시설,건축,가설공사,가시설,강관동바리,내부,11,강관동바리,상부(위),타설작업,붕괴,깔림,임의시공 및 안전조치 미흡,M(2),H(4),거푸집동바리 안전조치 및 동바리 설치시 수평 연결재 설치 반영,콘크리트 표준안전작업 지침 준수
건축,건축물,근린생활시설,건축,건축 토공사,토사 및 암반,굴착사면,인접주변,217,굴착사면,지하,굴착작업,붕괴,깔림,지반에 따른 굴착 기울기 미준수,M(3),M(3),굴착면의 토사 종류별 기울기 준수,굴착면 기울기 유지 곤란시 흙막이 가시설 설치
건축,건축물,근린생활시설,건축,철근콘크리트공사,건설자재,철근,인접주변,24,철근,바닥,타설작업,없음,넘어짐(물체에 걸림),안전조치 부적정,M(2),H(4),철근 배근 및 타설 시 가설 이동통로 설치,감전사고 예방 위해 타설 근로자 저압절연장화 착용
건축,건축물,근린생활시설,건축,철근콘크리트공사,건설자재,철근,외벽,24,철근,옆,조립작업,전도,깔림,철근 넘어짐 방지조치 미흡,M(3),H(4),철근 조립 중 또는 운반 시 철근이 무너져내리지 않도록 조치,길이가 긴 철근 타워크레인으로 인양하여 운반 시 섬유로프 및 결속 상태 확인
건축,건축물,근린생활시설,건축,철근콘크리트공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),타설작업,붕괴,떨어짐(분류불능),설치상태 불량,H(4),H(4),시스템 동바리 구조검토 실시(시스템동바리 시방서 준수),콘크리트 타설 후 거푸집 존치기간 준수
건축,건축물,근린생활시설,건축,철근콘크리트공사,부재,개구부,내부,67,개구부,바닥,형틀 및 목공,없음,떨어짐(분류불능),추락방지조치 미흡,M(2),H(4),안전기준에 적합한 추락방지시설 설치,내부 추락방지용 철근 배근 및 방지망 설치
건축,건축물,근린생활시설,건축,철근콘크리트공사,가시설,거푸집,외벽,2,거푸집,옆,타설작업,붕괴,깔림,측압검토 미실시 및 타설방법미준수,M(2),H(4),거푸집 측압 안정성 검토,콘크리트 타설 속도 및 높이 준수
건축,건축물,근린생활시설,건축,철근콘크리트공사,건설기계,콘크리트펌프,외부,203,콘크리트펌프,옆,타설작업,충돌,물체에 맞음,"펌프카 붐의 이동, 호스 요동 및 선회",H(4),H(4),펌프카의 호스 및 파이프 연결/ 후진 시 경보장치상태확인,콘크리트 타설 전 사전조사 실시/작업 시 관리자 배치하여 작업 진행
건축,건축물,근린생활시설,건축,철근콘크리트공사,건설자재,철근,인접주변,24,철근,바닥,설치작업,없음,찔림,철근절단 후 날카로운 부분 노출,M(3),H(4),철근 안전캡 설치를 포함한 철근작업 안전계획도를도면에 반영,수직철근 조립전 근로자 안전교육계획 수립
건축,건축물,근린생활시설,건축,타일 및 돌공사,가시설,비계,내부,10,비계,옆,설치작업,없음,떨어짐(분류불능),말비계 안전수칙 미준수,H(4),H(4),말비계는 기성품 등 견고한 구조로 설치 / 작업자는 안전모의 턱끈을 체결하고 작업,고소작업대 또는 이동식비계 작업발판 위에서 말비계 사용 금지
건축,건축물,근린생활시설,건축,도장공사,시설물,건물,내부,20,건물,바닥,도장작업,없음,질식,안전조치부적정,M(3),H(4),밀폐공간 작업수칙준수,작업시 송기마스크 등 보호장비 필히 착용
건축,건축물,근린생활시설,건축,창호 및 유리공사,건설자재,창호,인접주변,99,창호,옆,설치작업,전도,떨어짐(분류불능),아웃트리거 설치 상태 불량,M(3),H(4),"고소작업대의 아웃트리거는 평탄한 지반에 완전 전개 후 작업 작업자는 개인보호구 착용 철저 (안전모, 안전대)",고소작업대 작업시 하부 작업과 동시 작업 금지
건축,건축물,근린생활시설,건축,수장공사,건설자재,천정패널,내부,100,천정패널,상부(위),설치작업,낙하,물체에 맞음,"지지, 고정장치 미흡",M(2),H(4),달대볼트 흔들림방지용 보강재 배치,안전한 작업 발판 사용(임의 조립 금지)
건축,건축물,근린생활시설,건축,금속공사,부재,철골부재,인접주변,14,철골부재,옆,용접작업,화재,떨어짐(분류불능),인화물질 방치,H(4),H(4),"용접,용단 작업시 인화물질 제거 불꽃비산방지포 사용",화재예방 기준에 따른 안전관리
건축,건축물,근린생활시설,건축,건축물 부대공사,건설기계,기중기(이동식크레인 등),외벽,202,기중기(이동식크레인 등),옆,마감작업,없음,깔림,Outrigger 설치 미흡,M(3),H(4),"크레인 작업 위치 지반내력 확인, Outrigger 설치 상태 확인",작업 반경내 타 근로자 접근 금지 조치
건축,건축물,근린생활시설,건축,건축물 부대공사,건설기계,고소작업차(고소작업대 등),외부,237,고소작업차(고소작업대 등),고소,설치작업,낙하,떨어짐(분류불능),고소작업대 안전 수칙 미준수,H(4),H(4),고소작업대 안전 수칙 준수,작업 반경 내 출입 통제 조치
건축,건축물,근린생활시설,건축,건축물 부대공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),옆,인양작업,낙하,떨어짐(분류불능),자재 인양중 인양고리 또는 로프 파단,H(4),H(4),꼬이거나 심하게 손상 또는 부식된 로프 사용 금지,작업 위험 반경 내 접근 금지 조치
건축,건축물,근린생활시설,건축,건축물 부대공사,기타,차량,인접주변,98,차량,옆,이동,충돌,폭발·파열,공사구간 사전예고 미흡,M(3),M(3),공사 중 안전시설물 설치 및 차량통제 계획,예상가능한 안전사고 발생지점 및 민원 등을 파악하여 사전조치
건축,건축물,근린생활시설,건축,가설공사,기타,"전주, 전선",인접주변,115,"전주, 전선",옆,연결작업,화재,감전,가설전기 안전수칙 미준수,M(2),H(4),"가설전기 배,분전반 안전수칙 준수사항",임시 배전반의 누전차단기 및 접지의 작동상태를 작업 전 점검
건축,건축물,근린생활시설,건축,건축 토공사,토사 및 암반,지반,외부,232,지반,지하,부설 및 다짐작업,"파열,파단",없음,되메움 구간 지반 침하,M(3),H(4),외벽 방수 후 되메움 구간 지반 다짐 철저,"성토 지반 상에서 차량계 건설기계 (크레인, 펌프카 등) 작업 전 지반상태 확인 후 작업"
건축,건축물,근린생활시설,건축,조적공사,부재,조적벽체,인접주변,22,조적벽체,상부(위),해체작업,전도,깔림,전도방지조치 미실시,H(4),H(4),조적구간에 대한 보강상세도 작성,조적 자재 운반 및 인양 계획 수립 필요
건축,건축물,근린생활시설,건축,조적공사,부재,조적벽체,내부,22,조적벽체,옆,쌓기작업,붕괴,떨어짐(분류불능),시공기준 미준수,M(3),M(3),벽돌쌓기 상세도 작성,비계 상부 벽돌 과적재 금지
건축,건축물,근린생활시설,건축,조적공사,부재,조적벽체,외벽,22,조적벽체,상부(위),쌓기작업,붕괴,떨어짐(분류불능),조적 벽체 보강 미실시,M(2),H(4),"벽돌벽 상부 앵커철물 이용하여 고정 실시작업발판 고정상태 확인 후 작업 (변형,손상 등)",이동식틀비계 상부 안전난간대 부착 후 작업하부 전도방지대 부착
건축,건축물,근린생활시설,건축,철골공사,부재,철골부재,외부,14,철골부재,지하,설치작업,"파열,파단",깔림,크레인 훅 해지장치 미설치,M(3),M(3),"크레인 훅 해지장치, 와이어로프 설치기준 및 상태확인 후 작업진행",사전 장비점검 철저 및 작업계획서로 시공토목 안전교육 및 관리감독 철저
건축,건축물,근린생활시설,건축,철골공사,부재,철골부재,외부,14,철골부재,지하,항타 및 항발작업,없음,떨어짐(분류불능),말뚝두부 보강 상세도 미작성,M(3),M(3),구조물 기초 PHC말뚝 항타 시 두부보강 상세도 작성 및 설계도서 반영,파일 상부 개구부 안전캡 설치 및 덮개 설치
건축,건축물,근린생활시설,건축,철골공사,건설기계,항타 및 항발기,인접주변,204,항타 및 항발기,옆,항타 및 항발작업,전도,깔림,지반침하 방지조치 미흡,M(3),H(4),항타기 작업전 지내력을 확인 및 지반침하 방지조치,항타기 후면부에 접근금지 표지 부착 및 유도자 배치
건축,건축물,근린생활시설,건축,철골공사,건설기계,천공기,외부,47,천공기,바닥,이동,전도,깔림,지반침하,M(3),H(4),천공기 이동 전 정지작업 및 철판설치,천공기 사용 시 고압호스 이탈방지 와이어 설치
건축,건축물,근린생활시설,건축,해체 및 철거공사,시설물,건물,인접주변,20,건물,옆,해체작업,붕괴,깔림,철거계획도 미작성,M(2),H(4),철거계획도 작성 및 철거에 관한 검토 실시,해체공사 안전보건작업 기술지침 준수
건축,건축물,근린생활시설,건축,가설공사,건설자재,자재,인접주변,139,자재,하부(아래),적재작업,붕괴,깔림,자재 보관 미흡으로 인한 전도사고 발생,M(3),M(3),자재보관 관리 계획도 작성,자재 보관 상태 확인 점검 계획 수립 필요
건축,건축물,교육연구시설,건축,건축물 부대공사,건설기계,기중기(이동식크레인 등),지붕,202,기중기(이동식크레인 등),고소,양중작업,전도,깔림,아웃트리거설치 미흡,M(3),H(4),공사 중 아웃트리거 설치상태 확인,이동식 크레인 양중작업의 안정성 검토 지침
건축,건축물,교육연구시설,건축,철근콘크리트공사,가시설,시스템동바리,내부,15,시스템동바리,고소,타설작업,전도,떨어짐(5미터 이상 ~ 10미터 미만),구조검토 미실시,H(4),H(4),구조검토서에 의한 시스템동바리 설치,시스템 동바리 안전작업 지침 준수
건축,건축물,교육연구시설,건축,수장공사,건설자재,천정패널,내부,100,천정패널,상부(위),설치작업,탈락,물체에 맞음,설치상세도 미작성,H(4),M(3),경량철골 천장 설치 상세도 작성,경량철골 천장공사 안전보건작업 기술지침 준수
건축,건축물,교육연구시설,건축,건축물 부대공사,건설기계,항타 및 항발기,외부,204,항타 및 항발기,바닥,항타 및 항발작업,전도,깔림,전도방지 미흡,L(2),M(3),장비에 따른 전도방지 대책 수립,신호수 배치
건축,건축물,교육연구시설,건축,가설공사,가시설,비계,내부,10,비계,상부(위),이동,전도,떨어짐(3미터 이상 ~ 5미터 미만),안전조치 부적정,M(3),M(3),이동식비계 조립상세도 작성 및 설치기준 준수,이동식 틀비계 고정스토퍼 설치
건축,건축물,교육연구시설,건축,가설공사,가시설,비계,외부,10,비계,상부(위),설치작업,전도,떨어짐(5미터 이상 ~ 10미터 미만),조립불량,H(4),H(4),시스템비계 설치 작업도를 작성하여 시공 시 무너짐 및 작업자 추락 방지,구조검토서에 의한 시스템비계 설치
건축,건축물,교육연구시설,건축,철근콘크리트공사,가시설,거푸집,외부,2,거푸집,상부(위),타설작업,전도,깔림,구조검토 미실시,L(2),H(4),거푸집 측압 지지용 플랫타이 설치,거푸집 동바리 구조검토 및 설치 안전보건작업 지침 준수
건축,건축물,교육연구시설,건축,철골공사,부재,철골부재,지붕,14,철골부재,고소,조립작업,낙하,떨어짐(분류불능),추락방지 미조치,H(4),H(4),철골부재에 안전대 부착설비 설치,안전대 사용에 관한 기술지침 준수
건축,건축물,교육연구시설,건축,철근콘크리트공사,가시설,방호선반,내부,69,방호선반,고소,이동,없음,떨어짐(5미터 이상 ~ 10미터 미만),계단실 추락방지 미조치,H(4),H(4),계단실 중앙부 추락 방지망 설치도면 작성,작업발판 설치 및 사용안전 지침 준수
건축,건축물,교육연구시설,토목,철근콘크리트공사,건설자재,철근,내부,24,철근,상부(위),조립작업,붕괴,깔림,전도방지 미흡,L(2),H(4),파이프서포트로 경사버팀대를 설치하여 철근 전도 방지조치,철근작업 시 철근 시방서에 준수하여 작업
건축,건축물,노유자시설,건축,가설공사,가시설,안전시설물,인접주변,112,안전시설물,옆,설치작업,붕괴,깔림,가설울타리구조 설계 불량,M(2),H(4),가설울타리 설치계획 수립및 상세도 작성,가설울타리 설치기준작성 및 준수
건축,건축물,노유자시설,건축,가설공사,가시설,비계,외벽,10,비계,옆,조립작업,붕괴,떨어짐(분류불능),"조립 불량,본구조체에 미연결",M(3),H(4),시스템 비계 적용,지반 상태 불량으로 인한 시스템 비계 전도 위험 방지 위해 성토 지반 다짐 철저
건축,건축물,노유자시설,건축,가설공사,가시설,강관동바리,내부,11,강관동바리,상부(위),타설작업,붕괴,깔림,임의시공 및 안전조치 미흡,M(2),H(4),거푸집동바리 안전조치 및 동바리 설치시 수평 연결재 설치 반영,콘크리트 표준안전작업 지침 준수
건축,건축물,노유자시설,건축,건축 토공사,토사 및 암반,굴착사면,인접주변,217,굴착사면,지하,굴착작업,붕괴,깔림,지반에 따른 굴착 기울기 미준수,M(3),M(3),굴착면의 토사 종류별 기울기 준수,굴착면 기울기 유지 곤란시 흙막이 가시설 설치
건축,건축물,노유자시설,건축,철근콘크리트공사,건설자재,철근,인접주변,24,철근,바닥,타설작업,없음,넘어짐(물체에 걸림),안전조치 부적정,M(2),H(4),철근 배근 및 타설 시 가설 이동통로 설치,감전사고 예방 위해 타설 근로자 저압절연장화 착용
건축,건축물,노유자시설,건축,철근콘크리트공사,건설자재,철근,내부,24,철근,옆,조립작업,전도,깔림,철근 넘어짐 방지조치 미흡,M(3),H(4),철근 조립 중 또는 운반 시 철근이 무너져내리지 않도록 조치,길이가 긴 철근 타워크레인으로 인양하여 운반 시 섬유로프 및 결속 상태 확인
건축,건축물,노유자시설,건축,철근콘크리트공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),타설작업,붕괴,떨어짐(분류불능),설치상태 불량,H(4),H(4),시스템 동바리 구조검토 실시(시스템동바리 시방서 준수),콘크리트 타설 후 거푸집 존치기간 준수
건축,건축물,노유자시설,건축,철근콘크리트공사,부재,개구부,내부,67,개구부,바닥,형틀 및 목공,없음,떨어짐(분류불능),추락방지조치 미흡,M(2),H(4),안전기준에 적합한 추락방지시설 설치,내부 추락방지용 철근 배근 및 방지망 설치
건축,건축물,노유자시설,건축,철근콘크리트공사,가시설,거푸집,외벽,2,거푸집,옆,타설작업,붕괴,깔림,측압검토 미실시 및 타설방법미준수,M(2),H(4),거푸집 측압 안정성 검토,콘크리트 타설 속도 및 높이 준수
건축,건축물,노유자시설,건축,철근콘크리트공사,건설기계,콘크리트펌프,인접주변,203,콘크리트펌프,옆,이동,충돌,물체에 맞음,"펌프카 붐의 이동, 호스 요동 및 선회",H(4),H(4),펌프카의 호스 및 파이프 연결/ 후진 시 경보장치상태확인,콘크리트 타설 전 사전조사 실시/작업 시 관리자 배치하여 작업 진행
건축,건축물,노유자시설,건축,철근콘크리트공사,건설자재,철근,인접주변,24,철근,바닥,설치작업,없음,찔림,철근절단 후 날카로운 부분 노출,M(3),H(4),철근 안전캡 설치를 포함한 철근작업 안전계획도를도면에 반영,수직철근 조립전 근로자 안전교육계획 수립
건축,건축물,노유자시설,건축,타일 및 돌공사,가시설,비계,내부,10,비계,상부(위),설치작업,없음,떨어짐(분류불능),말비계 안전수칙 미준수,H(4),H(4),말비계는 기성품 등 견고한 구조로 설치 / 작업자는 안전모의 턱끈을 체결하고 작업,고소작업대 또는 이동식비계 작업발판 위에서 말비계 사용 금지
건축,건축물,노유자시설,건축,도장공사,시설물,건물,내부,20,건물,바닥,도장작업,없음,질식,안전조치부적정,M(3),H(4),밀폐공간 작업수칙준수,작업시 송기마스크 등 보호장비 필히 착용
건축,건축물,노유자시설,건축,창호 및 유리공사,건설자재,창호,인접주변,99,창호,옆,설치작업,전도,떨어짐(분류불능),아웃트리거 설치 상태 불량,M(3),H(4),"고소작업대의 아웃트리거는 평탄한 지반에 완전 전개 후 작업 작업자는 개인보호구 착용 철저 (안전모, 안전대)",고소작업대 작업시 하부 작업과 동시 작업 금지
건축,건축물,노유자시설,건축,수장공사,건설자재,천정패널,내부,100,천정패널,상부(위),설치작업,낙하,물체에 맞음,"지지, 고정장치 미흡",M(2),H(4),달대볼트 흔들림방지용 보강재 배치,안전한 작업 발판 사용(임의 조립 금지)
건축,건축물,노유자시설,건축,금속공사,부재,철골부재,인접주변,14,철골부재,옆,용접작업,화재,떨어짐(분류불능),인화물질 방치,H(4),H(4),"용접,용단 작업시 인화물질 제거 불꽃비산방지포 사용",화재예방 기준에 따른 안전관리
건축,건축물,노유자시설,건축,건축물 부대공사,건설기계,기중기(이동식크레인 등),외벽,202,기중기(이동식크레인 등),옆,마감작업,없음,깔림,Outrigger 설치 미흡,M(3),H(4),Outrigger 설치 상태 확인,작업 반경내 타 근로자 접근 금지 조치
건축,건축물,교육연구시설,건축,가설공사,가시설,안전시설물,인접주변,112,안전시설물,상부(위),설치작업,없음,물체에 맞음,외부인 출입으로 재해위험,M(3),M(3),가설휀스 설치 계획도 작성,시공 전 가설휀스 구조검토를 통해 안전성 확인 필요
건축,건축물,교육연구시설,건축,가설공사,가시설,비계,외벽,10,비계,상부(위),형틀 및 목공,붕괴,떨어짐(분류불능),비계 설치불량으로 인한 붕괴위험,M(2),M(4),시스템비계 구조검토 및 조립도 작성,비계 설치기준 및 안전관리기준 준수
건축,건축물,교육연구시설,건축,가설공사,가시설,낙하물방지망,외벽,36,낙하물방지망,상부(위),설치작업,낙하,물체에 맞음,낙하물 방지 조치미흡,M(3),M(3),낙하물방지망 설치계획 수립,낙하물방지망 설치기준 준수 및 유지관리계획 수립
건축,건축물,교육연구시설,건축,가설공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),타설작업,붕괴,깔림,동바리 설치불량으로 타설 중 붕괴위험,M(3),M(4),시스템동바리 구조검토 및 조립도 작성,시스템동바리 안전점검계획 수립 필요(정기안전점검 포함)
건축,건축물,교육연구시설,건축,철근콘크리트공사,부재,개구부,내부,67,개구부,옆,형틀 및 목공,없음,떨어짐(분류불능),개구부 안전조치 미흡으로 추락위험,M(3),M(4),개구부 안전조치 계획도 작성,안전시설물 유지관리계획 수립
건축,건축물,교육연구시설,건축,철근콘크리트공사,가시설,작업발판,내부,13,작업발판,상부(위),마감작업,없음,떨어짐(분류불능),작업발판 설치 미흡으로 근로자 추락위험,M(2),M(4),이동식비계 및 고소작업대 사용에 대한 안전관리계획 수립,작업 전 작업발판 안전점검 계획 수립
건축,건축물,교육연구시설,건축,철근콘크리트공사,건설기계,기중기(이동식크레인 등),내부,202,기중기(이동식크레인 등),상부(위),인양작업,낙하,물체에 맞음,자재 인양 작업 중 부재 낙하위험,M(2),M(4),"줄걸이작업, 이동식크레인 안전관리계획 제시","시공 전 인양계획(무게, 크레인위치 등) 수립하여 자재 인양"
건축,건축물,교육연구시설,건축,건축 토공사,토사 및 암반,굴착사면,내부,217,굴착사면,상부(위),굴착작업,없음,떨어짐(분류불능),굴착단부 작업 중 근로자 추락위험,M(3),M(4),굴착단부 안전난간 설치 상세도 작성,안전시설 임의 해체를 예방하기 위한 근로자 안전교육 실시
건축,건축물,교육연구시설,건축,철근콘크리트공사,건설자재,철근,내부,24,철근,옆,설치작업,전도,깔림,전도방지조치 미흡으로 전도위험,M(3),M(3),철근전도방지 상세도 작성,철근배근작업 위한 작업발판 설치계획 수립
건축,건축물,교육연구시설,건축,철근콘크리트공사,가시설,거푸집,내부,2,거푸집,옆,타설작업,붕괴,깔림,측압증가로 인한 거푸집 붕괴위험,M(3),M(4),벽체거푸집 구조검토를 통한 안전성 확보,콘크리트 타설 및 다짐 기준 준수하여 작업 진행
건축,건축물,교육연구시설,건축,철근콘크리트공사,시설물,옹벽,내부,16,옹벽,옆,설치작업,붕괴,깔림,보강토옹벽 설치기준 미준수로 붕괴위험,M(2),M(4),시공단면 및 설치 순서도 작성,작업반경 내 출입통제계획 수립
건축,건축물,교육연구시설,건축,철근콘크리트공사,건설기계,콘크리트펌프,내부,203,콘크리트펌프,옆,타설작업,전도,깔림,타설작업 중 펌프카 전도로 인한 재해위험,M(2),M(3),펌프카 전도방지 대책 수립,작업 전 건설기계 안전점검 계획 수립
건축,건축물,교육연구시설,건축,방수공사,기타,유증기,내부,228,유증기,옆,마감작업,없음,질식,밀폐공간 작업 중 근로자 질식위험,M(2),M(4),밀폐공간 작업에 대한 안전관리계획 수립,산소 및 유해가스 농도 측정계획 수립
건축,건축물,교육연구시설,건축,조적공사,부재,조적벽체,내부,22,조적벽체,옆,쌓기작업,전도,깔림,과도한 쌓기작업으로 전도위험,M(3),M(3),조적벽체 안전작업지침 작성,작업발판 설치기준 준수하여 설치
건축,건축물,교육연구시설,건축,금속공사,기타,비산물,내부,141,비산물,옆,용접작업,화재,기타,불티비산으로 인한 화재위험,M(2),M(4),화기작업 안전관리계획 수립,화기감시자 배치계획 수립
건축,건축물,공장,건축,철근콘크리트공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),타설작업,붕괴,떨어짐(3미터 이상 ~ 5미터 미만),거푸집 동바리 구조계산 미실시,M(3),H(4),건설기술진흥법에 의거 가설구조물의 구조적 안전성 확인 대상 부위의 구조검토 수행,구조계산서와 현장 시공 일치 여부 타설 전 점검
건축,건축물,공장,건축,철근콘크리트공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),타설작업,붕괴,떨어짐(3미터 이상 ~ 5미터 미만),거푸집 동바리 구조계산 미실시,M(3),H(4),건설기술진흥법에 의거 가설구조물의 구조적 안전성 확인 대상 부위의 구조검토 수행,승강 사다리 설치 및 추락방호망 설치
건축,건축물,공장,건축,철근콘크리트공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),타설작업,붕괴,떨어짐(3미터 이상 ~ 5미터 미만),압축강도 미달 강관동바리 사용,L(2),H(4),동바리 설치 높이 4.2m초과 구간은 시스템 동바리 적용,시스템동바리 설치 점검 및 특별교육 실시
건축,건축물,공장,건축,철근콘크리트공사,건설자재,철근,내부,24,철근,바닥,이동,없음,찔림,노출철근 보호조치 미흡,M(3),M(3),노출철근 찔림방지 보호캡 및 철근용실족방지망 설치상세도 를 설계도면에 반영,다양한 방법으로 철근 보호캡 및 실족방지망 설치
건축,건축물,공장,건축,철근콘크리트공사,가시설,강관동바리,내부,11,강관동바리,상부(위),타설작업,붕괴,깔림,동바리 수직불량,L(2),M(3),계단실 동바리 상단 경사헤드 설치에 관하여 설계도서 반영,경사헤드 견고히 설치
건축,건축물,공장,건축,철근콘크리트공사,시설물,건물,내부,20,건물,상부(위),타설작업,기타,없음,우천시 타설,M(3),M(3),강우시 콘크리트 타설 관리도 작성 및 가이드라인 준수,강우시 타설을 지양하고 강우량 측정기 구비하여 강우량 측정
건축,건축물,공장,건축,철근콘크리트공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),해체작업,붕괴,깔림,거푸집동바리 해체시기 및 순서 미준수,M(3),H(4),거푸집 동바리 해체시기 및 해체 순서도 작성,해체작업구간 접근금지조치 및 가설전등 설치
건축,건축물,공장,건축,가설공사,가시설,비계,외부,10,비계,고소,설치작업,붕괴,떨어짐(10미터 이상),강관비계 사용,M(3),H(4),전체 비계시스템을  시스템 비계로 설계하고 시스템 비계 조립 상세도를 설계도서에 반영,"시스템비계 시공절차 준수 및 설치, 해체 시 안전대 착용"
건축,건축물,공장,건축,철근콘크리트공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),이동,없음,떨어짐(5미터 이상 ~ 10미터 미만),시스템동바리 승하강시설 미설치,L(2),H(4),시스템 동바리 승하강 계단 반영,추락방호망 설치
건축,건축물,공장,건축,가설공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),설치작업,붕괴,떨어짐(5미터 이상 ~ 10미터 미만),재사용 가설재의 설계강도 미확보,L(2),H(4),재사용 가설기자재(비계 및 동바리)의 사용 시 주의사항을 설계도면에 반영,"작업 전 일일 점검을 통하여 훼손, 변형된 재사용 가설재 재설치"
건축,건축물,공장,건축,도장공사,가시설,비계,내부,10,비계,상부(위),도장작업,없음,떨어짐(3미터 이상 ~ 5미터 미만),이동식비계 설치기준 미준수,M(3),M(3),이동식비계 설치 상세도를 설계도서에 반영,이동식비계 작업 시 안전수칙 준수 및 이동식비계 설치 후 점검 후 사용
건축,건축물,공장,건축,가설공사,가시설,낙하물방지망,외벽,36,낙하물방지망,상부(위),이동,없음,물체에 맞음,낙하물에 맞음,L(2),H(4),낙하물방지망 설치도면을 설계도서에 반영,낙하물방지망 설치 작업자 안전대 착용 및 견고한 지지점에 체결
건축,건축물,공장,건축,철근콘크리트공사,부재,개구부,내부,67,개구부,바닥,이동,없음,떨어짐(3미터 이상 ~ 5미터 미만),안전시설 미설치 및 고정 불량,M(3),H(4),개구부 및 단부 안전시설 설치계획을 설계도서에 반영,개구부 크기별 안전시설물 설치 및 수시 점검하여 보수
건축,건축물,공장,건축,도장공사,가시설,비계,내부,10,비계,상부(위),도장작업,없음,떨어짐(2미터 미만),말비계 안전난간대 미설치,M(3),M(3),말비계 안전작업도 및 내역서를 설계도서에 반영,"고소구간 안전대 착용 및 수평구명줄 체결상태 유지, 낙상경보기 설치"
건축,건축물,공장,건축,금속공사,건설기계,고소작업차(고소작업대 등),외부,237,고소작업차(고소작업대 등),상부(위),설치작업,전도,떨어짐(5미터 이상 ~ 10미터 미만),안전검사 누락 및 지지지반 지내력 미확보,M(3),H(4),"고소작업대 안전작업상세도 작성 및 추락,전도방지대책 수립",고소작업대 반입 전 검사 철저 및 탑승자 전원 안전대 착용 및 주요구조부 체결
건축,건축물,공장,건축,도장공사,가시설,비계,외부,10,비계,상부(위),도장작업,없음,떨어짐(10미터 이상),로프고정 불량 및 작업대 노후,M(3),H(4),청소용고리를 반영하여 외부로프 작업시 활용하도록 함,작업의자형 달비계 안전수칙 준수
건축,건축물,공장,건축,철근콘크리트공사,가시설,거푸집,내부,2,거푸집,앞,타설작업,붕괴,깔림,벽체 거푸집 구조검토 미흡에 따른 조립 불량,M(3),M(3),건설기술진흥법에 의거 가설구조물의 구조적 안전성 확인 대상 부위의 구조검토 수행,"작업 전 거푸집 구조계산 내용 교육 및 관리자의 타설 전 검측 철저, 타설 중 거푸집 변형 감시"
건축,건축물,공장,건축,건축 토공사,토사 및 암반,굴착사면,내부,217,굴착사면,바닥,굴착작업,붕괴,깔림,굴착면 기울기 미준수,M(3),H(4),굴착 기울기를 설계도서에 반영,굴착사면 통행에 지장을 주는 토사 정리 및 주변 추락 방지 안전시설 설치
건축,건축물,공장,건축,건축 토공사,가시설,가설계단,외부,113,가설계단,바닥,이동,없음,넘어짐(기타),가설통로 미설치,M(3),L(2),굴착저면 이동시 가설계단 설치에 관한 사항을 설계도서에 반영,굴착 상부 안전난간대 설치 및 법면 보양
건축,건축물,공장,건축,건축 토공사,토사 및 암반,굴착사면,내부,217,굴착사면,바닥,굴착작업,붕괴,깔림,굴착저면 우수 유입,L(2),H(4),우천 대비 굴착면 내부 양수기 설치 상세도를 설계도면에 반영,엔진양수기 및 수중모터 사용시 안전수칙 준수
건축,건축물,공장,건축,건축 토공사,건설기계,굴착기,외부,117,굴착기,옆,굴착작업,없음,부딪힘,안전장비 설치 미흡,M(3),H(4),굴착기 안전작업도 제시 및 스마트 안전장비 적극 사용,신호수 배치 및 작업구획을 통제하여 타 작업자 접근 금지조치
건축,건축물,공장,건축,건축 토공사,토사 및 암반,굴착사면,내부,217,굴착사면,바닥,굴착작업,붕괴,깔림,굴착사면 우수 유입,L(2),H(4),우천시 우수 유입 방지용 보호필름 및 임시 배수로 설치에 관한 사항을 설계도면에 반영,양수계획 수립하여 집수정 및 양수기 배치
건축,건축물,공장,건축,건축 토공사,가시설,안전시설물,외부,112,안전시설물,바닥,굴착작업,없음,떨어짐(3미터 이상 ~ 5미터 미만),안전난간대 미설치,L(2),H(4),굴착단부 안전난간대를 설계도면에 반영,안전난간대 설치 기준 준수
